trx_id,trx_date,merchant_id,trx_status,total_items,total_revenue,total_revenue_after_discount
36268,2020-02-12,A02CT415,Successful,2,26000,26000
36360,2020-02-12,A01CT823,Successful,1,26000,26000
36388,2020-02-12,A02CT720,Successful,4,26000,26000
36454,2020-02-12,A03CT55,Failed,2,26000,26000
36522,2020-02-12,A02CT877,Successful,7,26000,26000
36707,2020-02-12,A03CT41,Successful,2,26000,26000
36797,2020-02-12,A03CT98,Successful,1,26000,26000
36951,2020-02-13,A02CT677,Successful,2,26000,26000
37016,2020-02-13,A01CT199,Successful,2,26000,26000
37364,2020-02-13,A03CT32,Successful,2,26000,26000
37578,2020-02-14,A03CT41,Failed,2,26000,26000
37585,2020-02-14,A01CT199,Successful,2,26000,26000
37803,2020-02-14,A02CT582,Successful,3,26000,26000
37889,2020-02-14,A03CT23,Successful,2,26000,26000
37931,2020-02-14,A03CT116,Successful,2,26000,26000
37976,2020-02-14,A03CT54,Successful,2,26000,26000
38098,2020-02-14,A01CT800,Successful,1,26000,26000
38289,2020-02-15,A01CT342,Successful,1,26000,26000
38358,2020-02-15,A01CT251,Successful,3,26000,26000
38499,2020-02-15,A03CT279,Successful,3,26000,26000
38653,2020-02-15,A01CT192,Successful,1,26000,26000
38730,2020-02-15,A03CT120,Successful,2,26000,21000
38824,2020-02-15,A03CT41,Failed,2,26000,26000
38842,2020-02-15,A03CT85,Successful,3,26000,26000
38846,2020-02-15,A02CT571,Successful,2,26000,26000
38992,2020-02-16,A01CT755,Successful,3,26000,26000
39005,2020-02-16,A02CT491,Successful,1,26000,26000
39062,2020-02-16,A02CT443,Successful,2,26000,26000
39104,2020-02-16,A03CT130,Failed,12,26000,26000
39130,2020-02-16,A01CT824,Successful,1,26000,26000
39142,2020-02-16,A03CT68,Successful,2,26000,26000
39340,2020-02-16,A03CT53,Failed,3,26000,26000
39546,2020-02-16,A01CT274,Successful,1,26000,26000
39586,2020-02-16,A03CT120,Successful,2,26000,26000
39709,2020-02-17,A01CT199,Successful,2,26000,26000
39715,2020-02-17,A01CT930,Successful,6,26000,26000
39721,2020-02-17,A01CT277,Successful,2,26000,26000
39733,2020-02-17,A02CT677,Failed,2,26000,26000
39734,2020-02-17,A02CT677,Successful,2,26000,26000
39833,2020-02-17,A02CT898,Successful,3,26000,26000
39911,2020-02-17,A02CT491,Failed,1,26000,26000
39916,2020-02-17,A01CT387,Successful,2,26000,26000
40367,2020-02-17,A01CT387,Successful,2,26000,26000
40376,2020-02-17,A02CT135,Successful,1,26000,26000
40514,2020-02-17,A02CT202,Successful,6,26000,26000
40516,2020-02-17,A02CT239,Successful,2,26000,26000
40538,2020-02-17,A03CT38,Successful,2,26000,26000
40595,2020-02-17,A01CT199,Failed,2,26000,26000
40597,2020-02-17,A01CT199,Failed,2,26000,26000
40733,2020-02-18,A02CT677,Successful,2,26000,26000
40749,2020-02-18,A01CT198,Successful,2,26000,26000
40752,2020-02-18,A01CT203,Successful,1,26000,26000
40864,2020-02-18,A01CT845,Failed,2,26000,26000
40869,2020-02-18,A01CT845,Failed,2,26000,26000
40882,2020-02-18,A01CT845,Successful,2,26000,26000
40942,2020-02-18,A03CT59,Failed,3,26000,26000
40955,2020-02-18,A03CT70,Successful,3,26000,26000
41020,2020-02-18,A01CT164,Successful,2,26000,26000
41039,2020-02-18,A01CT167,Successful,1,26000,26000
41109,2020-02-18,A03CT54,Failed,2,26000,26000
41231,2020-02-18,A02CT638,Successful,2,26000,26000
41289,2020-02-18,A03CT98,Successful,1,26000,26000
41328,2020-02-18,A03CT116,Failed,2,26000,26000
41424,2020-02-19,A01CT251,Successful,2,26000,26000
41456,2020-02-19,A01CT266,Failed,1,26000,26000
41495,2020-02-19,A02CT582,Successful,3,26000,26000
41527,2020-02-19,A03CT68,Successful,4,26000,26000
41660,2020-02-19,A01CT844,Successful,2,26000,26000
41994,2020-02-19,A03CT116,Successful,2,26000,26000
42084,2020-02-20,A02CT552,Successful,1,26000,26000
42130,2020-02-20,A01CT841,Successful,1,26000,26000
42144,2020-02-20,A03CT233,Successful,3,26000,26000
42205,2020-02-20,A02CT677,Successful,2,26000,26000
42280,2020-02-20,A02CT670,Successful,2,26000,26000
42319,2020-02-20,A03CT116,Successful,2,26000,26000
42423,2020-02-20,A03CT233,Successful,3,26000,26000
42441,2020-02-20,A03CT21,Failed,2,26000,26000
42516,2020-02-20,A03CT116,Successful,2,26000,26000
42538,2020-02-20,A01CT263,Failed,5,26000,26000
42576,2020-02-20,A03CT66,Successful,2,26000,26000
42578,2020-02-20,A01CT199,Successful,2,26000,26000
42595,2020-02-20,A03CT50,Successful,3,26000,26000
42759,2020-02-21,A01CT199,Successful,2,26000,26000
42779,2020-02-21,A02CT622,Successful,4,26000,26000
42800,2020-02-21,A01CT199,Successful,2,26000,24000
42808,2020-02-21,A02CT713,Successful,5,26000,26000
42893,2020-02-21,A01CT238,Successful,2,26000,26000
43115,2020-02-21,A01CT199,Successful,2,26000,26000
43140,2020-02-21,A01CT181,Successful,6,26000,26000
43157,2020-02-21,A02CT671,Successful,2,26000,26000
43231,2020-02-21,A03CT116,Failed,2,26000,26000
43234,2020-02-21,A03CT116,Successful,2,26000,26000
43369,2020-02-21,A03CT88,Successful,2,26000,26000
43389,2020-02-21,A01CT199,Failed,2,26000,26000
43390,2020-02-21,A01CT199,Successful,2,26000,26000
43453,2020-02-22,A01CT277,Successful,2,26000,26000
43502,2020-02-22,A01CT199,Successful,2,26000,26000
43569,2020-02-22,A03CT13,Successful,2,26000,26000
43731,2020-02-22,A03CT116,Successful,2,26000,26000
43752,2020-02-22,A02CT510,Successful,3,26000,26000
44047,2020-02-22,A02CT638,Successful,2,26000,26000
44099,2020-02-22,A01CT266,Successful,1,26000,26000
44189,2020-02-23,A02CT491,Successful,1,26000,26000
44542,2020-02-23,A03CT116,Successful,2,26000,26000
44684,2020-02-23,A02CT638,Successful,2,26000,26000
45067,2020-02-24,A02CT751,Successful,6,26000,26000
45137,2020-02-24,A02CT751,Successful,3,26000,26000
45167,2020-02-24,A01CT152,Successful,2,26000,15000
45501,2020-02-24,A03CT279,Successful,3,26000,26000
45620,2020-02-25,A02CT535,Successful,1,26000,26000
45625,2020-02-25,A01CT199,Successful,2,26000,26000
45694,2020-02-25,A02CT491,Successful,1,26000,26000
45753,2020-02-25,A02CT671,Successful,2,26000,26000
45789,2020-02-25,A02CT491,Successful,1,26000,26000
45941,2020-02-25,A03CT90,Successful,2,26000,26000
45981,2020-02-25,A03CT116,Failed,2,26000,26000
46028,2020-02-25,A03CT68,Successful,3,26000,26000
46122,2020-02-25,A01CT182,Successful,1,26000,26000
46141,2020-02-25,A02CT555,Successful,3,26000,26000
46211,2020-02-25,A03CT23,Successful,2,26000,26000
46220,2020-02-25,A03CT41,Successful,2,26000,26000
46261,2020-02-25,A02CT719,Successful,2,26000,26000
46490,2020-02-26,A02CT491,Successful,1,26000,26000
46635,2020-02-26,A02CT510,Successful,3,26000,26000
46708,2020-02-26,A01CT238,Failed,2,26000,26000
46759,2020-02-26,A01CT124,Successful,2,26000,19000
46776,2020-02-26,A03CT98,Successful,1,26000,26000
46974,2020-02-26,A02CT661,Successful,2,26000,26000
46977,2020-02-26,A02CT510,Successful,3,26000,26000
46981,2020-02-26,A01CT180,Failed,1,26000,26000
46998,2020-02-26,A02CT587,Successful,4,26000,26000
47002,2020-02-26,A03CT90,Successful,2,26000,26000
47039,2020-02-26,A01CT156,Failed,1,26000,26000
47082,2020-02-27,A01CT277,Successful,2,26000,26000
47102,2020-02-27,A02CT585,Successful,3,26000,26000
47198,2020-02-27,A01CT349,Successful,4,26000,26000
47333,2020-02-27,A01CT383,Successful,4,26000,26000
47455,2020-02-27,A03CT116,Successful,2,26000,26000
47483,2020-02-27,A01CT149,Successful,2,26000,26000
47524,2020-02-27,A02CT240,Successful,2,26000,26000
47555,2020-02-27,A02CT283,Successful,2,26000,26000
47614,2020-02-27,A01CT845,Successful,2,26000,26000
47774,2020-02-27,A03CT88,Successful,3,26000,26000
47857,2020-02-28,A02CT622,Successful,3,26000,26000
47869,2020-02-28,A03CT98,Successful,1,26000,26000
47903,2020-02-28,A02CT747,Successful,1,26000,21000
47952,2020-02-28,A02CT443,Successful,2,26000,26000
48045,2020-02-28,A02CT622,Successful,4,26000,26000
48078,2020-02-28,A01CT238,Successful,2,26000,26000
48256,2020-02-28,A03CT41,Successful,2,26000,26000
48325,2020-02-28,A03CT68,Successful,3,26000,21000
48371,2020-02-28,A03CT293,Successful,2,26000,26000
32180,2020-02-06,A01CT112,Failed,1,26250,26250
39753,2020-02-17,A03CT89,Successful,2,26250,26250
39956,2020-02-17,A01CT129,Successful,2,26250,26250
40565,2020-02-17,A03CT89,Successful,1,26250,26250
42506,2020-02-20,A01CT755,Successful,1,26250,26250
2169,2020-01-02,A01CT920,Failed,1,26400,26400
6253,2020-01-06,A01CT920,Failed,1,26400,26400
6665,2020-01-06,A01CT920,Successful,1,26400,26400
7650,2020-01-07,A01CT920,Failed,1,26400,26400
7653,2020-01-07,A01CT920,Failed,1,26400,26400
12079,2020-01-13,A03CT33,Successful,2,26400,26400
14756,2020-01-15,A01CT920,Successful,1,26400,26400
17183,2020-01-19,A03CT33,Successful,2,26400,26400
18544,2020-01-21,A03CT33,Successful,2,26400,26400
22797,2020-01-26,A01CT920,Failed,1,26400,26400
22798,2020-01-26,A01CT920,Failed,1,26400,26400
22802,2020-01-26,A01CT920,Failed,1,26400,26400
22803,2020-01-26,A01CT920,Successful,1,26400,26400
23850,2020-01-28,A01CT920,Successful,1,26400,26400
25683,2020-01-30,A03CT33,Successful,2,26400,26400
32703,2020-02-07,A01CT329,Successful,1,26400,26400
33368,2020-02-08,A03CT33,Successful,2,26400,26400
35091,2020-02-10,A01CT920,Successful,1,26400,26400
35854,2020-02-11,A03CT33,Successful,2,26400,26400
36749,2020-02-12,A01CT329,Successful,1,26400,26400
40303,2020-02-17,A03CT33,Successful,2,26400,26400
41823,2020-02-19,A03CT33,Successful,2,26400,26400
42592,2020-02-20,A03CT33,Successful,2,26400,26400
42789,2020-02-21,A03CT33,Successful,2,26400,26400
44414,2020-02-23,A01CT920,Successful,1,26400,26400
582,2020-01-01,A01CT221,Successful,3,26500,26500
4033,2020-01-04,A01CT154,Failed,1,26500,26500
4101,2020-01-04,A03CT70,Successful,3,26500,26500
5775,2020-01-06,A01CT387,Successful,2,26500,26500
8120,2020-01-08,A01CT383,Successful,1,26500,26500
14871,2020-01-16,A01CT154,Successful,1,26500,26500
16522,2020-01-18,A03CT70,Successful,3,26500,26500
17491,2020-01-19,A01CT383,Successful,1,26500,26500
17606,2020-01-19,A01CT841,Successful,2,26500,26500
20904,2020-01-24,A03CT70,Successful,3,26500,26500
21599,2020-01-25,A03CT70,Successful,3,26500,26500
23998,2020-01-28,A01CT383,Successful,1,26500,26500
24597,2020-01-29,A03CT33,Successful,2,26500,26500
24943,2020-01-29,A03CT113,Successful,2,26500,26500
26341,2020-01-31,A03CT70,Successful,3,26500,26500
30017,2020-02-04,A01CT154,Successful,1,26500,26500
31277,2020-02-05,A03CT113,Successful,2,26500,26500
33415,2020-02-08,A03CT70,Successful,3,26500,26500
34200,2020-02-09,A01CT154,Successful,1,26500,26500
35210,2020-02-10,A02CT549,Successful,1,26500,26500
36378,2020-02-12,A03CT27,Failed,2,26500,22500
39459,2020-02-16,A01CT274,Failed,1,26500,26500
41201,2020-02-18,A01CT274,Successful,1,26500,26500
41565,2020-02-19,A02CT549,Successful,1,26500,26500
43879,2020-02-22,A01CT274,Successful,1,26500,26500
45011,2020-02-24,A03CT70,Successful,3,26500,26500
45391,2020-02-24,A02CT555,Successful,1,26500,26500
45547,2020-02-24,A03CT113,Successful,2,26500,26500
45917,2020-02-25,A02CT549,Successful,1,26500,26500
46475,2020-02-26,A01CT755,Successful,2,26500,26500
46519,2020-02-26,A01CT274,Successful,1,26500,26500
46792,2020-02-26,A01CT383,Successful,2,26500,26500
47115,2020-02-27,A02CT549,Successful,1,26500,26500
47230,2020-02-27,A01CT274,Successful,1,26500,26500
47642,2020-02-27,A01CT154,Successful,1,26500,26500
47746,2020-02-27,A02CT245,Successful,1,26500,26500
48313,2020-02-28,A01CT274,Failed,1,26500,26500
16239,2020-01-18,A01CT129,Successful,2,26875,26875
17415,2020-01-19,A01CT129,Successful,2,26875,26875
30875,2020-02-05,A01CT129,Successful,2,26875,26875
31552,2020-02-06,A01CT129,Successful,2,26875,23875
44814,2020-02-23,A01CT162,Failed,1,26950,26950
163,2020-01-01,A02CT597,Failed,3,27000,27000
254,2020-01-01,A02CT575,Failed,2,27000,27000
474,2020-01-01,A02CT533,Failed,1,27000,27000
496,2020-01-01,A02CT921,Successful,1,27000,27000
539,2020-01-01,A02CT671,Successful,3,27000,27000
593,2020-01-01,A03CT43,Successful,1,27000,27000
728,2020-01-01,A02CT151,Successful,1,27000,27000
780,2020-01-01,A03CT121,Failed,1,27000,27000
875,2020-01-02,A02CT172,Failed,3,27000,27000
876,2020-01-02,A02CT172,Failed,3,27000,27000
877,2020-01-02,A02CT172,Failed,3,27000,27000
878,2020-01-02,A02CT172,Failed,3,27000,27000
1196,2020-01-02,A02CT853,Successful,2,27000,27000
1440,2020-01-02,A03CT27,Failed,2,27000,27000
1719,2020-01-02,A03CT121,Successful,1,27000,27000
1795,2020-01-02,A02CT638,Failed,3,27000,27000
1800,2020-01-02,A02CT638,Failed,3,27000,27000
1805,2020-01-02,A02CT149,Failed,1,27000,27000
2493,2020-01-03,A02CT877,Successful,9,27000,27000
3494,2020-01-03,A01CT199,Failed,2,27000,27000
3507,2020-01-03,A03CT120,Successful,2,27000,27000
3520,2020-01-03,A02CT519,Successful,2,27000,27000
3680,2020-01-04,A01CT886,Failed,4,27000,27000
4361,2020-01-04,A02CT455,Successful,2,27000,27000
4364,2020-01-04,A01CT182,Failed,1,27000,27000
4386,2020-01-04,A01CT182,Failed,1,27000,27000
4393,2020-01-04,A01CT182,Failed,1,27000,27000
4456,2020-01-04,A03CT43,Successful,1,27000,27000
4535,2020-01-04,A01CT929,Failed,1,27000,27000
4578,2020-01-04,A01CT929,Failed,1,27000,27000
4822,2020-01-05,A02CT957,Successful,2,27000,27000
4919,2020-01-05,A01CT823,Failed,2,27000,27000
4925,2020-01-05,A01CT823,Failed,2,27000,27000
4933,2020-01-05,A01CT823,Failed,2,27000,27000
4948,2020-01-05,A02CT433,Successful,1,27000,27000
5206,2020-01-05,A02CT149,Successful,1,27000,27000
5258,2020-01-05,A01CT156,Failed,1,27000,27000
5287,2020-01-05,A01CT372,Successful,5,27000,27000
5715,2020-01-05,A01CT830,Failed,3,27000,27000
5728,2020-01-05,A03CT31,Failed,6,27000,27000
5902,2020-01-06,A02CT582,Successful,3,27000,27000
6208,2020-01-06,A02CT921,Failed,1,27000,27000
6967,2020-01-07,A03CT84,Successful,3,27000,27000
6995,2020-01-07,A02CT400,Failed,2,27000,27000
7003,2020-01-07,A02CT400,Failed,2,27000,27000
7010,2020-01-07,A02CT597,Failed,3,27000,27000
7330,2020-01-07,A01CT221,Failed,2,27000,27000
7422,2020-01-07,A03CT66,Failed,3,27000,27000
7647,2020-01-07,A03CT121,Failed,1,27000,27000
7654,2020-01-07,A03CT121,Successful,1,27000,27000
7699,2020-01-07,A03CT121,Successful,1,27000,27000
7853,2020-01-08,A03CT18,Failed,6,27000,27000
7873,2020-01-08,A02CT235,Successful,1,27000,27000
8049,2020-01-08,A01CT199,Successful,2,27000,27000
8176,2020-01-08,A01CT916,Successful,3,27000,27000
8178,2020-01-08,A01CT221,Successful,2,27000,27000
8398,2020-01-08,A03CT85,Successful,2,27000,27000
8539,2020-01-08,A01CT156,Successful,1,27000,27000
8570,2020-01-08,A01CT110,Successful,1,27000,27000
8625,2020-01-08,A02CT533,Successful,1,27000,27000
8831,2020-01-09,A02CT853,Failed,1,27000,27000
8833,2020-01-09,A02CT853,Failed,1,27000,27000
8876,2020-01-09,A02CT523,Successful,2,27000,27000
8882,2020-01-09,A02CT582,Successful,2,27000,27000
8898,2020-01-09,A02CT921,Successful,1,27000,27000
8981,2020-01-09,A02CT510,Successful,1,27000,27000
9173,2020-01-09,A02CT556,Successful,1,27000,27000
9237,2020-01-09,A03CT80,Failed,2,27000,27000
9315,2020-01-09,A02CT902,Successful,2,27000,27000
9402,2020-01-09,A01CT830,Failed,3,27000,27000
9497,2020-01-10,A02CT853,Failed,1,27000,27000
9579,2020-01-10,A03CT105,Successful,2,27000,27000
9624,2020-01-10,A02CT921,Successful,1,27000,27000
9686,2020-01-10,A02CT948,Successful,1,27000,27000
9714,2020-01-10,A02CT635,Failed,1,27000,27000
9727,2020-01-10,A03CT233,Successful,3,27000,27000
9838,2020-01-10,A01CT799,Successful,2,27000,27000
10531,2020-01-11,A03CT105,Successful,2,27000,27000
10822,2020-01-11,A03CT70,Successful,3,27000,27000
10956,2020-01-12,A02CT948,Successful,2,27000,27000
11207,2020-01-12,A01CT169,Successful,2,27000,27000
11262,2020-01-12,A02CT921,Successful,1,27000,27000
11265,2020-01-12,A02CT921,Successful,1,27000,27000
11411,2020-01-12,A01CT842,Successful,2,27000,27000
11777,2020-01-12,A01CT153,Successful,1,27000,27000
11961,2020-01-13,A03CT103,Successful,2,27000,27000
12096,2020-01-13,A03CT233,Successful,3,27000,27000
12579,2020-01-13,A02CT694,Failed,2,27000,27000
12702,2020-01-13,A01CT156,Failed,1,27000,27000
12704,2020-01-13,A01CT156,Failed,1,27000,27000
12708,2020-01-13,A01CT156,Failed,1,27000,27000
12732,2020-01-13,A01CT156,Failed,1,27000,27000
12864,2020-01-13,A03CT43,Successful,1,27000,27000
12895,2020-01-13,A01CT148,Successful,3,27000,25000
12897,2020-01-13,A02CT866,Successful,1,27000,27000
12966,2020-01-14,A02CT453,Successful,3,27000,27000
13043,2020-01-14,A01CT167,Successful,2,27000,27000
13144,2020-01-14,A02CT921,Successful,1,27000,27000
13222,2020-01-14,A02CT491,Successful,1,27000,27000
13277,2020-01-14,A03CT59,Successful,3,27000,27000
13449,2020-01-14,A01CT209,Failed,15,27000,27000
13560,2020-01-14,A02CT469,Successful,2,27000,27000
13574,2020-01-14,A02CT853,Successful,1,27000,27000
13596,2020-01-14,A02CT853,Failed,1,27000,27000
13800,2020-01-14,A01CT156,Failed,1,27000,27000
13962,2020-01-15,A02CT172,Successful,3,27000,27000
14069,2020-01-15,A03CT54,Successful,1,27000,27000
14323,2020-01-15,A01CT185,Failed,2,27000,27000
14409,2020-01-15,A03CT20,Successful,1,27000,27000
14509,2020-01-15,A02CT670,Successful,3,27000,27000
14704,2020-01-15,A03CT76,Failed,2,27000,27000
14752,2020-01-15,A02CT866,Successful,3,27000,27000
14753,2020-01-15,A01CT849,Failed,2,27000,27000
14846,2020-01-16,A01CT387,Successful,1,27000,27000
15018,2020-01-16,A01CT842,Successful,2,27000,27000
15066,2020-01-16,A02CT921,Successful,1,27000,27000
15068,2020-01-16,A01CT236,Successful,10,27000,27000
15261,2020-01-16,A03CT79,Failed,3,27000,27000
15623,2020-01-17,A03CT91,Failed,2,27000,27000
15641,2020-01-17,A03CT91,Successful,2,27000,27000
15801,2020-01-17,A03CT130,Failed,12,27000,27000
15836,2020-01-17,A03CT20,Successful,1,27000,27000
15872,2020-01-17,A01CT156,Failed,1,27000,27000
15964,2020-01-17,A03CT84,Failed,3,27000,27000
15966,2020-01-17,A03CT84,Successful,3,27000,27000
16456,2020-01-18,A02CT57,Failed,2,27000,27000
16620,2020-01-18,A01CT134,Successful,1,27000,27000
16635,2020-01-18,A02CT882,Successful,2,27000,27000
16639,2020-01-18,A02CT632,Successful,2,27000,27000
16770,2020-01-18,A01CT790,Successful,2,27000,27000
16785,2020-01-18,A01CT929,Successful,1,27000,27000
16788,2020-01-18,A02CT853,Successful,1,27000,27000
16814,2020-01-18,A01CT181,Successful,11,27000,27000
16885,2020-01-18,A01CT144,Successful,1,27000,27000
16942,2020-01-18,A02CT866,Failed,3,27000,27000
17066,2020-01-19,A02CT948,Successful,1,27000,27000
17133,2020-01-19,A01CT842,Successful,2,27000,27000
17139,2020-01-19,A02CT749,Successful,2,27000,27000
17186,2020-01-19,A01CT166,Successful,1,27000,27000
17421,2020-01-19,A01CT916,Successful,1,27000,27000
17646,2020-01-19,A03CT50,Failed,3,27000,27000
17656,2020-01-19,A02CT172,Successful,3,27000,27000
17662,2020-01-20,A02CT172,Failed,3,27000,27000
17663,2020-01-20,A02CT172,Failed,3,27000,27000
17887,2020-01-20,A02CT853,Successful,1,27000,27000
18010,2020-01-20,A02CT496,Failed,3,27000,27000
18011,2020-01-20,A02CT496,Failed,3,27000,27000
18507,2020-01-21,A01CT113,Successful,2,27000,27000
18511,2020-01-21,A02CT948,Successful,1,27000,27000
18652,2020-01-21,A02CT496,Successful,3,27000,27000
18668,2020-01-21,A02CT622,Successful,3,27000,27000
18705,2020-01-21,A01CT172,Successful,2,27000,27000
18819,2020-01-21,A02CT510,Successful,1,27000,27000
19020,2020-01-21,A03CT90,Successful,2,27000,21000
19179,2020-01-21,A02CT242,Failed,2,27000,27000
19187,2020-01-21,A03CT43,Successful,1,27000,27000
19653,2020-01-22,A02CT938,Successful,2,27000,27000
19659,2020-01-22,A01CT220,Successful,1,27000,27000
19731,2020-01-22,A03CT14,Failed,3,27000,27000
19780,2020-01-22,A03CT43,Failed,1,27000,27000
19785,2020-01-22,A03CT43,Successful,1,27000,27000
19819,2020-01-22,A01CT790,Failed,2,27000,27000
19826,2020-01-22,A01CT790,Successful,2,27000,27000
19828,2020-01-22,A03CT43,Successful,1,27000,27000
19836,2020-01-22,A03CT43,Successful,1,27000,27000
19918,2020-01-22,A02CT866,Successful,3,27000,27000
20028,2020-01-23,A01CT248,Successful,2,27000,27000
20042,2020-01-23,A02CT853,Successful,1,27000,27000
20212,2020-01-23,A02CT597,Successful,2,27000,27000
20251,2020-01-23,A02CT622,Successful,3,27000,27000
20311,2020-01-23,A03CT68,Successful,3,27000,21000
20316,2020-01-23,A02CT621,Successful,1,27000,27000
20328,2020-01-23,A03CT105,Successful,2,27000,27000
20400,2020-01-23,A03CT233,Successful,3,27000,27000
20554,2020-01-23,A03CT121,Successful,1,27000,27000
20614,2020-01-23,A03CT43,Failed,1,27000,27000
20742,2020-01-24,A01CT916,Successful,1,27000,27000
20751,2020-01-24,A03CT70,Successful,2,27000,27000
20937,2020-01-24,A02CT542,Successful,1,27000,27000
21097,2020-01-24,A03CT43,Successful,1,27000,27000
21109,2020-01-24,A03CT43,Failed,1,27000,27000
21110,2020-01-24,A03CT43,Failed,1,27000,27000
21111,2020-01-24,A03CT43,Failed,1,27000,27000
21115,2020-01-24,A03CT43,Successful,1,27000,27000
21119,2020-01-24,A03CT130,Failed,12,27000,27000
21122,2020-01-24,A03CT130,Failed,12,27000,27000
21127,2020-01-24,A03CT130,Failed,12,27000,27000
21167,2020-01-24,A02CT556,Successful,2,27000,27000
21169,2020-01-24,A01CT799,Successful,1,27000,27000
21186,2020-01-24,A03CT126,Failed,2,27000,27000
21198,2020-01-24,A03CT126,Failed,2,27000,27000
21203,2020-01-24,A03CT126,Failed,2,27000,27000
21416,2020-01-25,A01CT842,Successful,2,27000,27000
21447,2020-01-25,A03CT16,Successful,3,27000,27000
21534,2020-01-25,A03CT70,Successful,3,27000,27000
21666,2020-01-25,A02CT912,Successful,2,27000,27000
21673,2020-01-25,A02CT921,Successful,1,27000,27000
21755,2020-01-25,A03CT23,Successful,2,27000,27000
21832,2020-01-25,A01CT830,Failed,3,27000,27000
21847,2020-01-25,A02CT853,Successful,1,27000,27000
21883,2020-01-25,A02CT556,Successful,2,27000,27000
21911,2020-01-25,A02CT670,Successful,3,27000,27000
22135,2020-01-26,A02CT670,Successful,3,27000,27000
22632,2020-01-26,A02CT574,Successful,2,27000,27000
22730,2020-01-26,A03CT68,Successful,3,27000,27000
22817,2020-01-26,A02CT497,Successful,2,27000,27000
22886,2020-01-27,A02CT670,Successful,3,27000,27000
22890,2020-01-27,A02CT510,Successful,1,27000,27000
23031,2020-01-27,A03CT84,Successful,3,27000,25000
23047,2020-01-27,A03CT20,Successful,1,27000,27000
23146,2020-01-27,A02CT853,Successful,1,27000,27000
23245,2020-01-27,A03CT233,Failed,3,27000,27000
23249,2020-01-27,A03CT233,Successful,3,27000,27000
23266,2020-01-27,A02CT853,Successful,1,27000,27000
23441,2020-01-27,A01CT799,Successful,2,27000,27000
23446,2020-01-27,A01CT156,Failed,1,27000,27000
23494,2020-01-27,A03CT43,Successful,1,27000,21000
23584,2020-01-27,A03CT43,Failed,1,27000,27000
23596,2020-01-27,A03CT43,Failed,1,27000,27000
23603,2020-01-27,A03CT121,Successful,1,27000,27000
23676,2020-01-27,A02CT694,Successful,2,27000,27000
23922,2020-01-28,A02CT597,Successful,3,27000,27000
24448,2020-01-28,A03CT43,Successful,1,27000,27000
24576,2020-01-29,A02CT415,Successful,4,27000,27000
24583,2020-01-29,A03CT233,Successful,3,27000,27000
24589,2020-01-29,A01CT799,Successful,2,27000,27000
24689,2020-01-29,A02CT921,Successful,1,27000,27000
24813,2020-01-29,A02CT921,Successful,1,27000,27000
25116,2020-01-29,A03CT70,Successful,3,27000,27000
25192,2020-01-29,A03CT121,Successful,1,27000,27000
25564,2020-01-30,A03CT20,Successful,1,27000,27000
25569,2020-01-30,A02CT597,Successful,3,27000,27000
25598,2020-01-30,A02CT853,Successful,1,27000,27000
25679,2020-01-30,A03CT121,Successful,1,27000,27000
25817,2020-01-30,A02CT574,Successful,1,27000,27000
25895,2020-01-30,A03CT43,Successful,1,27000,27000
25990,2020-01-31,A02CT948,Successful,1,27000,27000
26068,2020-01-31,A03CT119,Successful,1,27000,27000
26168,2020-01-31,A02CT749,Successful,2,27000,27000
26177,2020-01-31,A02CT853,Successful,1,27000,27000
26279,2020-01-31,A03CT33,Successful,1,27000,27000
26297,2020-01-31,A01CT916,Successful,1,27000,27000
26508,2020-01-31,A03CT66,Failed,3,27000,27000
26531,2020-01-31,A02CT670,Successful,3,27000,27000
26883,2020-02-01,A01CT221,Failed,2,27000,27000
27140,2020-02-01,A01CT842,Successful,2,27000,27000
27152,2020-02-01,A01CT799,Successful,2,27000,27000
27187,2020-02-01,A03CT76,Successful,2,27000,27000
27203,2020-02-01,A03CT70,Successful,3,27000,27000
27611,2020-02-01,A02CT901,Successful,3,27000,27000
27710,2020-02-01,A02CT882,Successful,2,27000,27000
27720,2020-02-01,A01CT842,Failed,3,27000,27000
27725,2020-02-01,A01CT842,Failed,3,27000,27000
27776,2020-02-01,A01CT221,Failed,2,27000,27000
27779,2020-02-01,A03CT43,Failed,1,27000,27000
27784,2020-02-01,A02CT670,Successful,3,27000,27000
27785,2020-02-01,A03CT121,Successful,1,27000,27000
27794,2020-02-01,A03CT43,Successful,1,27000,27000
27812,2020-02-01,A03CT121,Successful,1,27000,27000
27865,2020-02-01,A01CT799,Failed,2,27000,27000
27908,2020-02-01,A03CT43,Successful,1,27000,27000
28055,2020-02-02,A03CT54,Successful,2,27000,27000
28274,2020-02-02,A02CT510,Successful,1,27000,27000
28470,2020-02-02,A01CT156,Failed,1,27000,27000
28541,2020-02-02,A02CT678,Successful,1,27000,27000
28556,2020-02-02,A03CT43,Successful,1,27000,27000
28845,2020-02-02,A03CT121,Successful,1,27000,27000
28951,2020-02-03,A03CT15,Successful,2,27000,27000
28953,2020-02-03,A01CT186,Failed,2,27000,27000
28958,2020-02-03,A01CT186,Failed,2,27000,27000
29275,2020-02-03,A03CT84,Successful,3,27000,27000
29401,2020-02-03,A03CT43,Failed,1,27000,27000
29480,2020-02-03,A03CT43,Successful,1,27000,27000
29505,2020-02-03,A03CT43,Failed,1,27000,27000
